<asciicircum>	<7>							⁷	U2077	SUPERSCRIPT SEVEN
<asciicircum>	<8>							⁸	U2078	SUPERSCRIPT EIGHT
<asciicircum>	<9>							⁹	U2079	SUPERSCRIPT NINE
<asciicircum>	<A>							Â	Acircumflex	LATIN CAPITAL LETTER A WITH CIRCUMFLEX
<asciicircum>	<a>							â	acircumflex	LATIN SMALL LETTER A WITH CIRCUMFLEX
<asciicircum>	<asciicircum>	<e>						ᵉ	U1D49	MODIFIER LETTER SMALL E
<asciicircum>	<asciicircum>	<h>						ʰ	U02B0	SUPERSCRIPT H
<asciicircum>	<asciicircum>	<i>						ⁱ	U2071	SUPERSCRIPT I
<asciicircum>	<asciicircum>	<j>						ʲ	U02B2	SUPERSCRIPT J
<asciicircum>	<asciicircum>	<n>						ⁿ	U207F	SUPERSCRIPT N
<asciicircum>	<asciicircum>	<r>						ʳ	U02B3	SUPERSCRIPT R
<asciicircum>	<asciicircum>	<t>						ᵗ	U1D57	MODIFIER LETTER SMALL T
<asciicircum>	<asciicircum>	<w>						ʷ	U02B7	SUPERSCRIPT W
<asciicircum>	<asciicircum>	<x>						ˣ	U02E3	SUPERSCRIPT X
<asciicircum>	<asciicircum>	<y>						ʸ	U02B8	SUPERSCRIPT Y
<asciicircum>	<bar>							ⸯ	U2E2F	VERTICAL TILDE
<asciicircum>	<C>							Ĉ	U0108	LATIN CAPITAL LETTER C WITH CIRCUMFLEX
<asciicircum>	<c>							ĉ	U0109	LATIN SMALL LETTER C WITH CIRCUMFLEX
<asciicircum>	<E>							Ê	Ecircumflex	LATIN CAPITAL LETTER E WITH CIRCUMFLEX
<asciicircum>	<e>							ê	ecircumflex	LATIN SMALL LETTER E WITH CIRCUMFLEX
<asciicircum>	<equal>							⁼	U207C	SUPERSCRIPT EQUALS SIGN
<asciicircum>	<exclam>	<A>						Ậ	U1EAC	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW
<asciicircum>	<exclam>	<a>						ậ	U1EAD	LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW
<asciicircum>	<exclam>	<E>						Ệ	U1EC6	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW
<asciicircum>	<exclam>	<e>						ệ	U1EC7	LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW
<asciicircum>	<exclam>	<O>						Ộ	U1ED8	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW
<asciicircum>	<exclam>	<o>						ộ	U1ED9	LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
<asciicircum>	<G>							Ĝ	U011C	LATIN CAPITAL LETTER G WITH CIRCUMFLEX
<asciicircum>	<g>							ĝ	U011D	LATIN SMALL LETTER G WITH CIRCUMFLEX
<asciicircum>	<greater>							⃗	U20D7	COMBINING RIGHT ARROW ABOVE (vector)
<asciicircum>	<H>							Ĥ	U0124	LATIN CAPITAL LETTER H WITH CIRCUMFLEX
<asciicircum>	<h>							ĥ	U0125	LATIN SMALL LETTER H WITH CIRCUMFLEX
<asciicircum>	<I>							Î	Icircumflex	LATIN CAPITAL LETTER I WITH CIRCUMFLEX
<asciicircum>	<i>							î	icircumflex	LATIN SMALL LETTER I WITH CIRCUMFLEX
<asciicircum>	<J>							Ĵ	U0134	LATIN CAPITAL LETTER J WITH CIRCUMFLEX
<asciicircum>	<j>							ĵ	U0135	LATIN SMALL LETTER J WITH CIRCUMFLEX
<asciicircum>	<KP_0>							⁰	U2070	SUPERSCRIPT ZERO
<asciicircum>	<KP_1>							¹	onesuperior	SUPERSCRIPT ONE
<asciicircum>	<KP_2>							²	twosuperior	SUPERSCRIPT TWO
<asciicircum>	<KP_3>							³	threesuperior	SUPERSCRIPT THREE
<asciicircum>	<KP_4>							⁴	U2074	SUPERSCRIPT FOUR
<asciicircum>	<KP_5>							⁵	U2075	SUPERSCRIPT FIVE
<asciicircum>	<KP_6>							⁶	U2076	SUPERSCRIPT SIX
<asciicircum>	<KP_7>							⁷	U2077	SUPERSCRIPT SEVEN
<asciicircum>	<KP_8>							⁸	U2078	SUPERSCRIPT EIGHT
<asciicircum>	<KP_9>							⁹	U2079	SUPERSCRIPT NINE
<asciicircum>	<KP_Add>							⁺	U207A	SUPERSCRIPT PLUS SIGN
<asciicircum>	<KP_Equal>							⁼	U207C	SUPERSCRIPT EQUALS SIGN
<asciicircum>	<KP_Space>							²	twosuperior	SUPERSCRIPT TWO
<asciicircum>	<minus>							¯	macron	MACRON
<asciicircum>	<minus>							⁻	U207B	SUPERSCRIPT MINUS
<asciicircum>	<O>							Ô	Ocircumflex	LATIN CAPITAL LETTER O WITH CIRCUMFLEX
<asciicircum>	<o>							ô	ocircumflex	LATIN SMALL LETTER O WITH CIRCUMFLEX
<asciicircum>	<parenleft>							⁽	U207D	SUPERSCRIPT LEFT PARENTHESIS
<asciicircum>	<parenright>							⁾	U207E	SUPERSCRIPT RIGHT PARENTHESIS
<asciicircum>	<period>							·	periodcentered	MIDDLE DOT
<asciicircum>	<plus>							⁺	U207A	SUPERSCRIPT PLUS SIGN
<asciicircum>	<plus>							⁺	U207A	SUPERSCRIPT PLUS
<asciicircum>	<question>	<parenleft>						ˁ	U02C1	MODIFIER LETTER REVERSED GLOTTAL STOP
<asciicircum>	<question>	<period>						ˀ	U02C0	MODIFIER LETTER GLOTTAL STOP
<asciicircum>	<S>							Ŝ	U015C	LATIN CAPITAL LETTER S WITH CIRCUMFLEX
<asciicircum>	<s>							ŝ	U015D	LATIN SMALL LETTER S WITH CIRCUMFLEX
<asciicircum>	<u>							û	ucircumflex	LATIN SMALL LETTER U WITH CIRCUMFLEX
<asciicircum>	<underbar>	<a>						ª	ordfeminine	FEMININE ORDINAL INDICATOR
<asciicircum>	<underbar>	<h>						ʰ	U02B0	MODIFIER LETTER SMALL H
<asciicircum>	<underbar>	<i>						ⁱ	U2071	SUPERSCRIPT LATIN SMALL LETTER I
<asciicircum>	<underbar>	<j>						ʲ	U02B2	MODIFIER LETTER SMALL J
<asciicircum>	<underbar>	<l>						ˡ	U02E1	MODIFIER LETTER SMALL L
<asciicircum>	<underbar>	<n>						ⁿ	U207F	SUPERSCRIPT LATIN SMALL LETTER N
<asciicircum>	<underbar>	<o>						º	masculine	MASCULINE ORDINAL INDICATOR
<asciicircum>	<underbar>	<r>						ʳ	U02B3	MODIFIER LETTER SMALL R
<asciicircum>	<underbar>	<s>						ˢ	U02E2	MODIFIER LETTER SMALL S
<asciicircum>	<underbar>	<w>						ʷ	U02B7	MODIFIER LETTER SMALL W
<asciicircum>	<underbar>	<x>						ˣ	U02E3	MODIFIER LETTER SMALL X
<asciicircum>	<underbar>	<y>						ʸ	U02B8	MODIFIER LETTER SMALL Y
<asciicircum>	<underscore>	<a>						ª	ordfeminine	FEMININE ORDINAL INDICATOR
<asciicircum>	<underscore>	<h>						ʰ	U02B0	MODIFIER LETTER SMALL H
<asciicircum>	<underscore>	<i>						ⁱ	U2071	SUPERSCRIPT LATIN SMALL LETTER I
<asciicircum>	<underscore>	<j>						ʲ	U02B2	MODIFIER LETTER SMALL J
<asciicircum>	<underscore>	<l>						ˡ	U02E1	MODIFIER LETTER SMALL L
<asciicircum>	<underscore>	<n>						ⁿ	U207F	SUPERSCRIPT LATIN SMALL LETTER N
<asciicircum>	<underscore>	<o>						º	masculine	MASCULINE ORDINAL INDICATOR
<asciicircum>	<underscore>	<r>						ʳ	U02B3	MODIFIER LETTER SMALL R
<asciicircum>	<underscore>	<s>						ˢ	U02E2	MODIFIER LETTER SMALL S
<asciicircum>	<underscore>	<w>						ʷ	U02B7	MODIFIER LETTER SMALL W
<asciicircum>	<underscore>	<x>						ˣ	U02E3	MODIFIER LETTER SMALL X
<asciicircum>	<underscore>	<y>						ʸ	U02B8	MODIFIER LETTER SMALL Y
<asciicircum>	<W>							Ŵ	U0174	LATIN CAPITAL LETTER W WITH CIRCUMFLEX
<asciicircum>	<w>							ŵ	U0175	LATIN SMALL LETTER W WITH CIRCUMFLEX
<asciicircum>	<Y>							Ŷ	U0176	LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
<asciicircum>	<y>							ŷ	U0177	LATIN SMALL LETTER Y WITH CIRCUMFLEX
<asciicircum>	<Z>							Ẑ	U1E90	LATIN CAPITAL LETTER Z WITH CIRCUMFLEX
<asciicircum>	<z>							ẑ	U1E91	LATIN SMALL LETTER Z WITH CIRCUMFLEX
<asciitilde>	<0>							⍬	U236c	~ 0 APL FUNCTIONAL SYMBOL ZILDE
<asciitilde>	<A>							Ã	Atilde	LATIN CAPITAL LETTER A WITH TILDE
<asciitilde>	<a>							ã	atilde	LATIN SMALL LETTER A WITH TILDE
<asciitilde>	<Abreve>							Ẵ	U1EB4	LATIN CAPITAL LETTER A WITH BREVE AND TILDE
<asciitilde>	<abreve>							ẵ	U1EB5	LATIN SMALL LETTER A WITH BREVE AND TILDE
<asciitilde>	<Acircumflex>							Ẫ	U1EAA	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE
<asciitilde>	<acircumflex>							ẫ	U1EAB	LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciicircum>	<A>						Ẫ	U1EAA	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciicircum>	<a>						ẫ	U1EAB	LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciicircum>	<E>						Ễ	U1EC4	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciicircum>	<e>						ễ	U1EC5	LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciicircum>	<O>						Ỗ	U1ED6	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciicircum>	<o>						ỗ	U1ED7	LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
<asciitilde>	<asciitilde>							≈	U2248	ALMOST EQUAL TO
<asciitilde>	<b>	<A>						Ẵ	U1EB4	LATIN CAPITAL LETTER A WITH BREVE AND TILDE
<asciitilde>	<b>	<a>						ẵ	U1EB5	LATIN SMALL LETTER A WITH BREVE AND TILDE
<asciitilde>	<bar>							⍭	U236d	~ | APL FUNCTIONAL SYMBOL STILE TILDE
<asciitilde>	<bar>							ⸯ	U2E2F	VERTICAL TILDE
<asciitilde>	<diaeresis>							⍨	U2368	~ ¨ APL FUNCTIONAL SYMBOL TILDE DIAERESIS
<asciitilde>	<E>							Ẽ	U1EBC	LATIN CAPITAL LETTER E WITH TILDE
<asciitilde>	<e>							ẽ	U1EBD	LATIN SMALL LETTER E WITH TILDE
<asciitilde>	<Ecircumflex>							Ễ	U1EC4	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
<asciitilde>	<ecircumflex>							ễ	U1EC5	LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
<asciitilde>	<equal>							≅	U2245	"APPROXIMATELY EQUAL TO (It actually means ""congruent""!)"
<asciitilde>	<I>							Ĩ	U0128	LATIN CAPITAL LETTER I WITH TILDE
<asciitilde>	<i>							ĩ	U0129	LATIN SMALL LETTER I WITH TILDE
<asciitilde>	<Left>	<asciitilde>						⬳	U2B33	LONG LEFTWARDS SQUIGGLE ARROW
<asciitilde>	<N>							Ñ	Ntilde	LATIN CAPITAL LETTER N WITH TILDE
<asciitilde>	<n>							ñ	ntilde	LATIN SMALL LETTER N WITH TILDE
<asciitilde>	<O>							Õ	Otilde	LATIN CAPITAL LETTER O WITH TILDE
<asciitilde>	<o>							õ	otilde	LATIN SMALL LETTER O WITH TILDE
<asciitilde>	<Ocircumflex>							Ỗ	U1ED6	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
<asciitilde>	<ocircumflex>							ỗ	U1ED7	LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
<asciitilde>	<Ohorn>							Ỡ	U1EE0	LATIN CAPITAL LETTER O WITH HORN AND TILDE
<asciitilde>	<ohorn>							ỡ	U1EE1	LATIN SMALL LETTER O WITH HORN AND TILDE
<asciitilde>	<plus>	<O>						Ỡ	U1EE0	LATIN CAPITAL LETTER O WITH HORN AND TILDE
<asciitilde>	<plus>	<o>						ỡ	U1EE1	LATIN SMALL LETTER O WITH HORN AND TILDE
<asciitilde>	<plus>	<u>						ữ	U1EEF	LATIN SMALL LETTER U WITH HORN AND TILDE
<asciitilde>	<Right>	<asciitilde>						⟿	U27FF	LONG RIGHTWARDS SQUIGGLE ARROW
<asciitilde>	<u>							ũ	U0169	LATIN SMALL LETTER U WITH TILDE
<asciitilde>	<uhorn>							ữ	U1EEF	LATIN SMALL LETTER U WITH HORN AND TILDE
<asciitilde>	<V>							Ṽ	U1E7C	LATIN CAPITAL LETTER V WITH TILDE
<asciitilde>	<v>							ṽ	U1E7D	LATIN SMALL LETTER V WITH TILDE
<asciitilde>	<Y>							Ỹ	U1EF8	LATIN CAPITAL LETTER Y WITH TILDE
<asciitilde>	<y>							ỹ	U1EF9	LATIN SMALL LETTER Y WITH TILDE
<asterisk>	<0>							°	degree	DEGREE SIGN
<asterisk>	<0>							☆	U2606	WHITE STAR
<asterisk>	<1>							•	U2022	BULLET
<asterisk>	<3>							⁂	U2042	ASTERISM
<asterisk>	<4>							✢	U2722	FOUR TEARDROP-SPOKED ASTERISK
<asterisk>	<6>							✡	U2721	STAR OF DAVID
<asterisk>	<A>							Å	Aring	LATIN CAPITAL LETTER A WITH RING ABOVE
<asterisk>	<a>							å	aring	LATIN SMALL LETTER A WITH RING ABOVE
<asterisk>	<A>							Α	U0391	GREEK CAPITAL LETTER ALPHA
<asterisk>	<a>							α	U03B1	GREEK SMALL LETTER ALPHA
<asterisk>	<ampersand>							ϗ	U03D7	GREEK KAI SYMBOL
<asterisk>	<apostrophe>	<A>						Ǻ	U01FA	LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE
<asterisk>	<apostrophe>	<a>						ǻ	U01FB	LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE
<asterisk>	<apostrophe>							ʹ	U02B9	MODIFIER LETTER PRIME, canonically equivalent to U0374 GREEK NUMERAL SIGN
<asterisk>	<asterisk>							★	U2605	BLACK STAR
<asterisk>	<B>							Β	U0392	GREEK CAPITAL LETTER BETA
<asterisk>	<b>							β	U03B2	GREEK SMALL LETTER BETA
<asterisk>	<C>							Ψ	U03A8	GREEK CAPITAL LETTER PSI
<asterisk>	<c>							ψ	U03C8	GREEK SMALL LETTER PSI
<asterisk>	<comma>							͵	U0375	GREEK LOWER NUMERAL SIGN (for thousands)
<asterisk>	<D>							Δ	U0394	GREEK CAPITAL LETTER DELTA
<asterisk>	<d>							δ	U03B4	GREEK SMALL LETTER DELTA
<asterisk>	<diaeresis>							⍣	U2363	* ¨ APL FUNCTIONAL SYMBOL STAR DIAERESIS
<asterisk>	<E>							Ε	U0395	GREEK CAPITAL LETTER EPSILON
<asterisk>	<e>							ε	U03B5	GREEK SMALL LETTER EPSILON
<asterisk>	<exclam>							✱	U2731	HEAVY ASTERISK
<asterisk>	<F>							Φ	U03A6	GREEK CAPITAL LETTER PHI
<asterisk>	<f>							φ	U03C6	GREEK SMALL LETTER PHI
<asterisk>	<G>							Γ	U0393	GREEK CAPITAL LETTER GAMMA
<asterisk>	<g>							γ	U03B3	GREEK SMALL LETTER GAMMA
<asterisk>	<H>							Η	U0397	GREEK CAPITAL LETTER ΕΤΑ
<asterisk>	<h>							η	U03B7	GREEK SMALL LETTER ΕΤΑ
<asterisk>	<I>							Ι	U0399	GREEK CAPITAL LETTER ΙΟΤΑ
<asterisk>	<i>							ι	U03B9	GREEK SMALL LETTER ΙΟΤΑ
<asterisk>	<J>							Ξ	U039E	GREEK CAPITAL LETTER XI
<asterisk>	<j>							ξ	U03BE	GREEK SMALL LETTER XI
<asterisk>	<K>							Κ	U039A	GREEK CAPITAL LETTER KAPPA
<asterisk>	<k>							κ	U03BA	GREEK SMALL LETTER KAPPA
<asterisk>	<L>							Λ	U039B	GREEK CAPITAL LETTER LAMBDA
<asterisk>	<l>							λ	U03BB	GREEK SMALL LETTER LAMBDA
<asterisk>	<M>							Μ	U039C	GREEK CAPITAL LETTER MU
<asterisk>	<m>							μ	U03BC	GREEK SMALL LETTER MU
<asterisk>	<minus>							✪	U272A	CIRCLED WHITE STAR
<asterisk>	<N>							Ν	U039D	GREEK CAPITAL LETTER NU
<asterisk>	<n>							ν	U03BD	GREEK SMALL LETTER NU
<asterisk>	<numbersign>							✯	U272F	PINWHEEL STAR
<asterisk>	<O>							Ο	U039F	GREEK CAPITAL LETTER OMICRON
<asterisk>	<o>							ο	U03BF	GREEK SMALL LETTER OMICRON
<asterisk>	<P>							Π	U03A0	GREEK CAPITAL LETTER PI
<asterisk>	<p>							π	U03C0	GREEK SMALL LETTER PI
<asterisk>	<parenleft>							﴾	UFD3E	ORNATE LEFT PARENTHESIS
<asterisk>	<parenright>							﴿	UFD3F	ORNATE RIGHT PARENTHESIS
<asterisk>	<period>	<apostrophe>						′	U2032	PRIME
<asterisk>	<period>	<b>						ϐ	U03D0	GREEK BETA SYMBOL
<asterisk>	<period>	<e>						ϵ	U03F5	GREEK LUNATE EPSILON SYMBOL
<asterisk>	<period>	<f>						ϕ	U03D5	GREEK PHI SYMBOL
<asterisk>	<period>	<k>						ϰ	U03F0	GREEK KAPPA SYMBOL
<asterisk>	<period>	<p>						ϖ	U03D6	GREEK PI SYMBOL
<asterisk>	<period>	<period>	<d>					∂	U2202	PARTIAL DIFFERENTIAL
<asterisk>	<period>	<period>	<period>					๛	U0E5B	THAI CHARACTER KHOMUT (end of chapter)
<asterisk>	<period>	<period>	<Z>					Ͳ	U0372	GREEK CAPITAL LETTER ARCHAIC SAMPI
<asterisk>	<period>	<period>	<z>					ͳ	U0373	GREEK SMALL LETTER ARCHAIC SAMPI
<asterisk>	<period>	<Q>						Ϙ	U03D8	GREEK LETTER ARCHAIC QOPPA
<asterisk>	<period>	<q>						ϙ	U03D9	GREEK SMALL LETTER ARCHAIC QOPPA
<asterisk>	<period>	<question>						;	U037E	GREEK QUESTION MARK
<asterisk>	<period>	<quotedbl>						″	U2033	DOUBLE PRIME
<asterisk>	<period>	<r>						ϱ	U03F1	GREEK RHO SYMBOL
<asterisk>	<period>	<S>						Ϻ	U03FA	GREEK CAPITAL LETTER SAN
<asterisk>	<period>	<s>						ϻ	U03FB	GREEK SMALL LETTER SAN
<asterisk>	<period>	<U>						ϴ	U03F4	GREEK CAPITAL THETA SYMBOL
<asterisk>	<period>	<u>						ϑ	U03D1	GREEK THETA SYMBOL
<asterisk>	<period>	<w>						ϝ	U03DD	GREEK SMALL LETTER DIGAMMA
<asterisk>	<period>	<W>						Ϝ	U03DC	GREEK CAPITAL LETTER DIGAMMA
<asterisk>	<period>	<Y>						ϒ	U03D2	GREEK UPSILON WITH HOOK SYMBOL
<asterisk>	<period>	<z>						ϡ	U03E1	GREEK SMALL LETTER SAMPI
<asterisk>	<period>	<Z>						Ϡ	U03E0	GREEK LETTER SAMPI
<asterisk>	<q>							ϟ	U03DF	GREEK SMALL LETTER QOPPA
<asterisk>	<Q>							Ϟ	U03DE	GREEK LETTER QOPPA
<asterisk>	<question>							Ϛ	U03DA	GREEK LETTER STIGMA
<asterisk>	<R>							Ρ	U03A1	GREEK CAPITAL LETTER RHO
<asterisk>	<r>							ρ	U03C1	GREEK SMALL LETTER RHO
<asterisk>	<S>							Σ	U03A3	GREEK CAPITAL LETTER SIGMA
<asterisk>	<s>							σ	U03C3	GREEK SMALL LETTER SIGMA
<asterisk>	<slash>							ϛ	U03DB	GREEK SMALL LETTER STIGMA
<asterisk>	<T>							Τ	U03A4	GREEK CAPITAL LETTER TAU
<asterisk>	<t>							τ	U03C4	GREEK SMALL LETTER TAU
<asterisk>	<u>							ů	U016F	LATIN SMALL LETTER U WITH RING ABOVE
<asterisk>	<U>							Θ	U0398	GREEK CAPITAL LETTER THETA
<asterisk>	<u>							θ	U03B8	GREEK SMALL LETTER THETA
<asterisk>	<V>							Ω	U03A9	GREEK CAPITAL LETTER OMEGA
<asterisk>	<v>							ω	U03C9	GREEK SMALL LETTER OMEGA
<asterisk>	<w>							ς	U03C2	GREEK SMALL LETTER FINAL SIGMA
<asterisk>	<X>							Χ	U03A7	GREEK CAPITAL LETTER CHI
<asterisk>	<x>							χ	U03C7	GREEK SMALL LETTER CHI
<asterisk>	<Y>							Υ	U03A5	GREEK CAPITAL LETTER UPSILON
<asterisk>	<y>							υ	U03C5	GREEK SMALL LETTER UPSILON
<asterisk>	<Z>							Ζ	U0396	GREEK CAPITAL LETTER ZETA
<asterisk>	<z>							ζ	U03B6	GREEK SMALL LETTER ZETA
<at>	<at>	<greater>						❱	U2771	HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT
<at>	<at>	<less>						❰	U2770	HEAVY LEFT-POINTING ANGLE BRACKET ORNAMENT
<at>	<at>	<parenleft>						❪	U276A	MEDIUM FLATTENED LEFT PARENTHESIS ORNAMENT
<at>	<at>	<parenright>						❫	U276B	MEDIUM FLATTENED RIGHT PARENTHESIS ORNAMENT
<at>	<at>	<slash>						✔	U2714	HEAVY CHECK MARK
<at>	<at>	<X>						✘	U2718	HEAVY BALLOT X
<at>	<braceleft>							❴	U2774	MEDIUM LEFT CURLY BRACKET ORNAMENT
<at>	<braceright>							❵	U2775	MEDIUM RIGHT CURLY BRACKET ORNAMENT
<at>	<bracketleft>	<parenleft>						❲	U2772	LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT
<at>	<bracketright>	<parenright>						❳	U2773	LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT
<at>	<greater>							❭	U276D	MEDIUM RIGHT-POINTING ANGLE BRACKET ORNAMENT
<at>	<less>							❬	U276C	MEDIUM LEFT-POINTING ANGLE BRACKET ORNAMENT
<at>	<Multi_key>							️	UFE0F	Emoji selector
<at>	<numbersign>							⌘	U2318	PLACE OF INTEREST SIGN
<at>	<parenleft>							❨	U2768	MEDIUM LEFT PARENTHESIS ORNAMENT
<at>	<parenright>							❩	U2769	MEDIUM RIGHT PARENTHESIS ORNAMENT
<at>	<slash>							✓	U2713	CHECK MARK
<at>	<X>							✗	U2717	BALLOT X
<b>	<A>							Ă	U0102	LATIN CAPITAL LETTER A WITH BREVE
<b>	<a>							ă	U0103	LATIN SMALL LETTER A WITH BREVE
<b>	<apostrophe>							ɓ	U0253	LATIN SMALL LETTER B WITH HOOK
<B>	<bar>							₿	U20BF	BITCOIN SIGN
<b>	<cedilla>	<E>						Ḝ	U1E1C	LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE
<b>	<cedilla>	<e>						ḝ	U1E1D	LATIN SMALL LETTER E WITH CEDILLA AND BREVE
<b>	<comma>	<E>						Ḝ	U1E1C	LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE
<b>	<comma>	<e>						ḝ	U1E1D	LATIN SMALL LETTER E WITH CEDILLA AND BREVE
<b>	<E>							Ĕ	U0114	LATIN CAPITAL LETTER E WITH BREVE
<b>	<e>							ĕ	U0115	LATIN SMALL LETTER E WITH BREVE
<b>	<exclam>	<A>						Ặ	U1EB6	LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW
<b>	<exclam>	<a>						ặ	U1EB7	LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
<b>	<G>							Ğ	U011E	LATIN CAPITAL LETTER G WITH BREVE
<b>	<g>							ğ	U011F	LATIN SMALL LETTER G WITH BREVE
<b>	<grave>							ʙ	U0299	LATIN LETTER SMALL CAPITAL B
<b>	<I>							Ĭ	U012C	LATIN CAPITAL LETTER I WITH BREVE
<b>	<i>							ĭ	U012D	LATIN SMALL LETTER I WITH BREVE
<B>	<O>	<M>						﻿	UFEFF	ZERO WIDTH NO-BREAK SPACE (Byte Order Mark)
<b>	<O>							Ŏ	U014E	LATIN CAPITAL LETTER O WITH BREVE
<b>	<o>							ŏ	U014F	LATIN SMALL LETTER O WITH BREVE
<B>	<period>							Ḃ	U1E02	LATIN CAPITAL LETTER B WITH DOT ABOVE
<b>	<period>							ḃ	U1E03	LATIN SMALL LETTER B WITH DOT ABOVE
<b>	<u>							ŭ	U016D	LATIN SMALL LETTER U WITH BREVE
<backslash>	<0>							̊	U030a	COMBINING RING ABOVE
<backslash>	<2>	<asciitilde>						͠	U0360	COMBINING DOUBLE TILDE
<backslash>	<2>	<at>	<i>	<b>				᷼	U1DFC	COMBINING DOUBLE INVERTED BREVE BELOW
<backslash>	<2>	<at>	<minus>					͟	U035F	COMBINING DOUBLE MACRON BELOW
<backslash>	<2>	<at>	<U>					͜	U035C	COMBINING DOUBLE BREVE BELOW
<backslash>	<2>	<bar>						̎	U030e	COMBINING DOUBLE VERTICAL LINE ABOVE
<backslash>	<2>	<grave>						̏	U030f	COMBINING DOUBLE GRAVE ACCENT
<backslash>	<2>	<greater>						͢	U0362	COMBINING DOUBLE RIGHTWARDS ARROW BELOW
<backslash>	<2>	<i>	<b>					͡	U0361	COMBINING DOUBLE INVERTED BREVE
<backslash>	<2>	<minus>						͞	U035E	COMBINING DOUBLE MACRON
<backslash>	<2>	<slash>						"""⃫"	U20EB	COMBINING LONG DOUBLE SOLIDUS OVERLAY
<backslash>	<2>	<U>						͝	U035D	COMBINING DOUBLE BREVE
<backslash>	<2>	<underscore>						͟	U035F	COMBINING DOUBLE MACRON BELOW
<backslash>	<ampersand>	<asciitilde>						͠	U0360	COMBINING DOUBLE TILDE
<backslash>	<ampersand>	<at>	<i>	<b>				᷼	U1DFC	COMBINING DOUBLE INVERTED BREVE BELOW
<backslash>	<ampersand>	<at>	<minus>					͟	U035F	COMBINING DOUBLE MACRON BELOW
<backslash>	<ampersand>	<at>	<U>					͜	U035C	COMBINING DOUBLE BREVE BELOW
<backslash>	<ampersand>	<greater>						͢	U0362	COMBINING DOUBLE RIGHTWARDS ARROW BELOW
<backslash>	<ampersand>	<i>	<b>					͡	U0361	COMBINING DOUBLE INVERTED BREVE
<backslash>	<ampersand>	<minus>						͞	U035E	COMBINING DOUBLE MACRON
<backslash>	<ampersand>	<U>						͝	U035D	COMBINING DOUBLE BREVE
<backslash>	<ampersand>	<underscore>						͟	U035F	COMBINING DOUBLE MACRON BELOW
<backslash>	<apostrophe>							́	U0301	COMBINING ACUTE ACCENT
<backslash>	<asciicircum>							̂	U0302	COMBINING CIRCUMFLEX ACCENT
<backslash>	<asciitilde>							̃	U0303	COMBINING TILDE
<backslash>	<asterisk>							⃰	U20F0	COMBINING ASTERISK ABOVE
<backslash>	<at>	<asciicircum>						̭	U032d	COMBINING CIRCUMFLEX ACCENT BELOW
<backslash>	<at>	<c>						̬	U032c	COMBINING CARON BELOW
<backslash>	<at>	<i>	<b>					̯	U032f	COMBINING INVERTED BREVE BELOW -- ??
<backslash>	<at>	<o>						̥	U0325	COMBINING RING BELOW
<backslash>	<at>	<U>						̮	U032e	COMBINING BREVE BELOW
<backslash>	<backslash>	<apostrophe>						̋	U030b	COMBINING DOUBLE ACUTE ACCENT -- ??
<backslash>	<backslash>	<asterisk>						҉	U0489	COMBINING CYRILLIC MILLIONS SIGN -- aka COMBINING SHINY
<backslash>	<backslash>	<backslash>	<comma>					̒	U0312	COMBINING TURNED COMMA ABOVE
<backslash>	<backslash>	<backslash>	<underscore>					̳	U0333	COMBINING DOUBLE LOW LINE
<backslash>	<backslash>	<comma>						̓	U0313	COMBINING COMMA ABOVE
<backslash>	<backslash>	<equal>						̅	U0305	COMBINING OVERLINE -- ???
<backslash>	<backslash>	<less>	<comma>					̔	U0314	COMBINING REVERSED COMMA ABOVE
<backslash>	<backslash>	<underscore>						̲	U0332	COMBINING LOW LINE
